Formation,Std Fm. Name,Age (Mya),Lithology,Lithology Code,VL Lith Name 1,Std Lithology,Std Lithology Code,check codes,TOC,d13C-org,d13C-carb,N,Internal Ref,External Ref,Summary?,"Duplicate Search Key (Std Name, Age, Std Lith Code, TOC, d13-org, d13-org)",Countif Dupl.,Duplicate?,Filtered (K-T),Reason,Filtered (us),Reason
Jhamarkotra formation,Jhamarkotra,1921,dolomite,,dolomite,dolomite,DOL,#N/A,,-22.64545455,,11,Purohit et al. (2011),Krissansen-Totton 2015,FALSE,Jhamarkotra1921DOL-22.6454545454545,0,FALSE,,,,
Jhamarkotra formation,Jhamarkotra,1921,dol,,dol,dol,DOL,#N/A,,,1.382051282,78,Purohit et al. (2011),Krissansen-Totton 2015,FALSE,Jhamarkotra1921DOL1.38205128205128,0,FALSE,,,,
Jianancun,Jianancun,2200,dol,,dol,dol,DOL,#N/A,,,-0.84,33,zhong97,Krissansen-Totton 2015,FALSE,Jianancun2200DOL-0.84,0,FALSE,,,,
"Jing'eryu Fm, Jixian",Jing'eryu,1100,lime,,lime,lime,LS,#N/A,,,2.31,11,xiao97,Krissansen-Totton 2015,FALSE,Jing'eryu1100LS2.31,0,FALSE,,,,
Jingeryu Fm.,Jing'eryu,842.2,lime,,lime,lime,LS,#N/A,,,1.422222222,18,Chu et al. (2007),Krissansen-Totton 2015,FALSE,Jing'eryu842.2LS1.42222222222222,0,FALSE,,,,
Jiudingshan,Jiudingshan,800,chert,,chert,chert,CH,#N/A,0.55,-23.6,,1,pprg92,Krissansen-Totton 2015,FALSE,Jiudingshan800CH0.55-23.6,0,FALSE,,,,
Jiudingshan Formation ,Jiudingshan,800,,CH,chert,chert,CH,TRUE,0.55,-23.6,,1,PPRG,Strauss 1992 17.4 (Summary),TRUE,Jiudingshan800CH0.55-23.6,1,TRUE,,,,
Jixian,Jixian,1400,dol,,dol,dol,DOL,#N/A,,,-0.71,48,zhong92,Krissansen-Totton 2015,FALSE,Jixian1400DOL-0.71,0,FALSE,,,,
Johnson Cairn,Johnson Cairn,1850,carb,,carb,carb,CARB,#N/A,,,-0.4,1,lindsay02,Krissansen-Totton 2015,FALSE,Johnson Cairn1850CARB-0.4,0,FALSE,,,,
Juderina,Juderina,1850,carb,,carb,carb,CARB,#N/A,,,7.7,5,lindsay02,Krissansen-Totton 2015,FALSE,Juderina1850CARB7.7,0,FALSE,,,,
Juderina,Juderina,1850,carb,,carb,carb,CARB,#N/A,,,6.7,6,lindsay02,Krissansen-Totton 2015,FALSE,Juderina1850CARB6.7,0,FALSE,,,,
Julie,Julie,600,carb,,carb,carb,CARB,#N/A,0.17,-26.7,,3,pprg92,Krissansen-Totton 2015,FALSE,Julie600CARB0.17-26.7,0,FALSE,,,,
Julie Member ,Julie,600,,CARB,carbonate,carbonate,CARB,TRUE,0.17,-26.7,,3,PPRG,Strauss 1992 17.4 (Summary),TRUE,Julie600CARB0.17-26.7,1,TRUE,,,,
Jupiter,Jupiter,925,shale,,shale,shale,SH,#N/A,4.74,-24.2,,7,pprg92,Krissansen-Totton 2015,FALSE,Jupiter925SH4.74-24.2,0,FALSE,,,,
Jupiter Member ,Jupiter,930,,"SH, CARB",shale and carbonate,shale and carbonate,"SH, CARB",TRUE,4.74,-24.2,,7,PPRG,Strauss 1992 17.4 (Summary),TRUE,"Jupiter930SH, CARB4.74-24.2",0,FALSE,,,,
Jupiter Member ,Jupiter,930,,SH,shale,shale,SH,TRUE,,-24,,4,PPRG,Strauss 1992 17.10 (Summary),TRUE,Jupiter930SH-24,0,FALSE,,,,
Kahochella Group ,Kahochella,2000,,CARB,carbonate,carbonate,CARB,TRUE,0.09,-21.8,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,Kahochella2000CARB0.09-21.8,0,FALSE,,,,
Kahochella Group ,Kahochella,2000,,CARB,carbonate,carbonate,CARB,TRUE,,,-0.2,,SCHI83.149,Strauss 1992 17.3 (Prev),FALSE,Kahochella2000CARB-0.2,0,FALSE,,,,
Kahochella Group ,Kahochella,2000,,CARB,carbonate,carbonate,CARB,TRUE,0.9,-21.8,,1,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,Kahochella2000CARB0.9-21.8,0,FALSE,,,,
Kahochella Group ,Kahochella,2000,,CARB,carbonate,carbonate,CARB,TRUE,,,-0.2,1,SCHI83.149,Strauss 1992 17.4 (Summary),TRUE,Kahochella2000CARB-0.2,1,TRUE,,,,
Kaladgi,Kaladgi,1600,carb,,carb,carb,CARB,#N/A,,,0.3,16,sath87,Krissansen-Totton 2015,FALSE,Kaladgi1600CARB0.3,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,0.6,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL0.6,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,1.2,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL1.2,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,LS,limestone,limestone,LS,TRUE,,,1.1,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600LS1.1,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,LS,limestone,limestone,LS,TRUE,,,0.3,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600LS0.3,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,LS,limestone,limestone,LS,TRUE,,,1.5,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600LS1.5,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,LS,limestone,limestone,LS,TRUE,,,1,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600LS1,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,1.3,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL1.3,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,0.6,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL0.6,1,TRUE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,0.2,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL0.2,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,0.5,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL0.5,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,-3.6,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL-3.6,0,FALSE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,0.2,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL0.2,1,TRUE,,,,
Kaladgi Group ,Kaladgi,1600,,DOL,dolostone,dolostone,DOL,TRUE,,,0.2,,SATH87.147,Strauss 1992 17.3 (Prev),FALSE,Kaladgi1600DOL0.2,2,TRUE,,,,
Kaladgi Group ,Kaladgi,1600,,CARB,carbonate,carbonate,CARB,TRUE,,,0.3,16,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,Kaladgi1600CARB0.3,1,TRUE,,,,
"Kalevian, North Karelia",Kalevian,1975,lime,,lime,lime,LS,#N/A,,,-1.9,2,karhu93,Krissansen-Totton 2015,FALSE,Kalevian1975LS-1.9,0,FALSE,,,,
"Kalevian, North Karelia",Kalevian,1975,dol,,dol,dol,DOL,#N/A,,,0.11,6,karhu93,Krissansen-Totton 2015,FALSE,Kalevian1975DOL0.11,0,FALSE,,,,
"Kalevian, Northern Ostrobothnia",Kalevian,1975,dol,,dol,dol,DOL,#N/A,,,2.94,4,karhu93,Krissansen-Totton 2015,FALSE,Kalevian1975DOL2.94,0,FALSE,,,,
"Lower Fm, Middle Gp, Kalix",Kalix,2050,lime,,lime,lime,LS,#N/A,,,2.3,2,karhu93,Krissansen-Totton 2015,FALSE,Kalix2050LS2.3,0,FALSE,,,,
"Lower Fm, Middle Gp, Kalix",Kalix,2050,dol,,dol,dol,DOL,#N/A,,,3.14,3,karhu93,Krissansen-Totton 2015,FALSE,Kalix2050DOL3.14,0,FALSE,,,,
"Upper Fm, Middle Gp, Kalix",Kalix,2025,dol,,dol,dol,DOL,#N/A,,,4.08,4,karhu93,Krissansen-Totton 2015,FALSE,Kalix2025DOL4.08,0,FALSE,,,,
Kalochella,Kalochella,2000,carb,,carb,carb,CARB,#N/A,0.9,-21.8,,1,hayes83,Krissansen-Totton 2015,FALSE,Kalochella2000CARB0.9-21.8,0,FALSE,,,,
Kalochella,Kalochella,2000,carb,,carb,carb,CARB,#N/A,,,-0.2,1,schid83,Krissansen-Totton 2015,FALSE,Kalochella2000CARB-0.2,0,FALSE,,,,
Kamden,Kamden,2530,shale,,shale,shale,SH,#N/A,0.285,-33.6,,1,Zerkle et al. (2012) Nature Geoscience,Krissansen-Totton 2015,FALSE,Kamden2530SH0.285-33.6,0,FALSE,,,,
Kameeldoorns,Kameeldoorns,2700,chert,,chert,chert,CH,#N/A,0.38,-32.5,,1,pprg92,Krissansen-Totton 2015,FALSE,Kameeldoorns2700CH0.38-32.5,0,FALSE,X,NM,,
Kameeldoorns Formation ,Kameeldoorns,2705,,CH,chert,chert,CH,TRUE,0.38,-32.5,,1,PPRG,Strauss 1992 17.4 (Summary),TRUE,Kameeldoorns2705CH0.38-32.5,0,FALSE,,,,
Kapp Lord,Kapp Lord,850,shale,,shale,shale,SH,#N/A,0.8,-22.6,,4,knoll86,Krissansen-Totton 2015,FALSE,Kapp Lord850SH0.8-22.6,0,FALSE,,,,
Kapp Lord,Kapp Lord,850,carb,,carb,carb,CARB,#N/A,0.47,-21.3,,3,knoll86,Krissansen-Totton 2015,FALSE,Kapp Lord850CARB0.47-21.3,0,FALSE,,,,
Kapp Lord,Kapp Lord,850,carb,,carb,carb,CARB,#N/A,,,5.1,4,knoll86,Krissansen-Totton 2015,FALSE,Kapp Lord850CARB5.1,0,FALSE,,,,
Kapp Lord Formation,Kapp Lord,840,,CARB,carbonate,carbonate,CARB,TRUE,0.47,-21.3,,3,KNOL86.823,Strauss 1992 17.4 (Summary),TRUE,Kapp Lord840CARB0.47-21.3,0,FALSE,,,,
Kapp Lord Formation,Kapp Lord,840,,SH,shale,shale,SH,TRUE,0.8,-22.6,,4,KNOL86.823,Strauss 1992 17.4 (Summary),TRUE,Kapp Lord840SH0.8-22.6,0,FALSE,,,,
Kapp Lord Formation,Kapp Lord,840,,"CARB, SH",carbonate and shale,carbonate and shale,"CARB, SH",TRUE,,,5.1,4,KNOL86.823,Strauss 1992 17.4 (Summary),TRUE,"Kapp Lord840CARB, SH5.1",0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,LS,limestone,limestone,LS,TRUE,0.8,-23,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840LS0.8-23,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,SH,shale,shale,SH,TRUE,0.5,-22.5,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840SH0.5-22.5,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,SH,shale,shale,SH,TRUE,1.5,-24.6,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840SH1.5-24.6,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,LS,limestone,limestone,LS,TRUE,0.5,-21.6,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840LS0.5-21.6,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,CARB,carbonate,carbonate,CARB,TRUE,0.1,-19.4,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840CARB0.1-19.4,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,SH,shale,shale,SH,TRUE,1,-23.1,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840SH1-23.1,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,SH,shale,shale,SH,TRUE,0.2,-20.4,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840SH0.2-20.4,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,LS,limestone,limestone,LS,TRUE,,,5.1,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840LS5.1,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,LS,limestone,limestone,LS,TRUE,,,5.1,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840LS5.1,1,TRUE,,,,
Kapp Lore Formation ,Kapp Lord,840,,CARB,carbonate,carbonate,CARB,TRUE,,,4.7,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840CARB4.7,0,FALSE,,,,
Kapp Lore Formation ,Kapp Lord,840,,SH,shale,shale,SH,TRUE,,,5.4,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,Kapp Lord840SH5.4,0,FALSE,,,,
Karelian,Karelian,2050,dol,,dol,dol,DOL,#N/A,,-15.5,,2,eich75,Krissansen-Totton 2015,FALSE,Karelian2050DOL-15.5,0,FALSE,,,,
Karelian,Karelian,2050,dol,,dol,dol,DOL,#N/A,,,5,8,schid75,Krissansen-Totton 2015,FALSE,Karelian2050DOL5,0,FALSE,,,,
Karelian,Karelian,2050,dol,,dol,dol,DOL,#N/A,,,3.6,2,eichman75,Krissansen-Totton 2015,FALSE,Karelian2050DOL3.6,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,-17.7,,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL-17.7,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,-13.3,,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL-13.3,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,8.1,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL8.1,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,3.1,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL3.1,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,4.1,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL4.1,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,4.5,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL4.5,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,4.1,,SCHI75... 1,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL4.1,1,TRUE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,8.6,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL8.6,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,3.5,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL3.5,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,5.2,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL5.2,0,FALSE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,4.1,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL4.1,2,TRUE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,3.1,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Karelian2050DOL3.1,1,TRUE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,-15.5,,2,EICH75.585,Strauss 1992 17.4 (Summary),TRUE,Karelian2050DOL-15.5,1,TRUE,,,,
Karelian Dolomite ,Karelian,2050,,DOL,dolostone,dolostone,DOL,TRUE,,,5,8,SCHI75...1,Strauss 1992 17.4 (Summary),TRUE,Karelian2050DOL5,1,TRUE,,,,
Karelian Dolomite ,Karelian,2050,,,#N/A,unknown,UND,#N/A,,,3.6,2,EICH75.585,Strauss 1992 17.4 (Summary),TRUE,Karelian2050UND3.6,0,FALSE,,,,
Karibib,Karibib,610,carb,,carb,carb,CARB,#N/A,,,1.929310345,58,Halverson et al. (2005),Krissansen-Totton 2015,FALSE,Karibib609.5CARB1.92931034482759,0,FALSE,,,,
"Kajrahat, Vindhyan, Maihar-Dhanwahi",Karjrahat,1700,lime,,lime,lime,LS,#N/A,,,-0.18,4,friedman96,Krissansen-Totton 2015,FALSE,Karjrahat1700LS-0.18,0,FALSE,,,,
"Kajrahat, Vindhyan, Son Valley",Karjrahat,1700,lime,,lime,lime,LS,#N/A,,,0.14,52,"ray, unpublished (see PMCID ref)",Krissansen-Totton 2015,FALSE,Karjrahat1700LS0.14,0,FALSE,,,,
"Kajrahat, Vindhyan, Son Valley",Karjrahat,1700,dol,,dol,dol,DOL,#N/A,,,0.9,1,"ray, unpublished (see PMCID ref)",Krissansen-Totton 2015,FALSE,Karjrahat1700DOL0.9,0,FALSE,,,,
Kasegalik,Kasegalik,2100,chert,,chert,chert,CH,#N/A,0.13,-24.5,,1,hayes83,Krissansen-Totton 2015,FALSE,Kasegalik2100CH0.13-24.5,0,FALSE,,,,
Kasegalik,Kasegalik,2100,chert,,chert,chert,CH,#N/A,,,-0.6,1,schid83,Krissansen-Totton 2015,FALSE,Kasegalik2100CH-0.6,0,FALSE,,,,
Kasegalik Formation ,Kasegalik,2100,,CH,chert,chert,CH,TRUE,0.13,-24.5,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,Kasegalik2100CH0.13-24.5,1,TRUE,,,,
Kasegalik Formation ,Kasegalik,2100,,CH,chert,chert,CH,TRUE,,,-0.6,,SCHI83.149,Strauss 1992 17.3 (Prev),FALSE,Kasegalik2100CH-0.6,1,TRUE,,,,
Kasegalik Formation ,Kasegalik,2100,,CH,chert,chert,CH,TRUE,0.13,-24.5,,1,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,Kasegalik2100CH0.13-24.5,2,TRUE,,,,
Kasegalik Formation ,Kasegalik,2100,,CH,chert,chert,CH,TRUE,,,-0.6,1,SCHI83.149,Strauss 1992 17.4 (Summary),TRUE,Kasegalik2100CH-0.6,2,TRUE,,,,
Katav,Katav,950,carb,,carb,carb,CARB,#N/A,0.55,-28.8,,2,pprg92,Krissansen-Totton 2015,FALSE,Katav950CARB0.55-28.8,0,FALSE,,,,
Katav Formation ,Katav,940,,CARB,carbonate,carbonate,CARB,TRUE,0.55,-28.8,,2,PPRG,Strauss 1992 17.4 (Summary),TRUE,Katav940CARB0.55-28.8,0,FALSE,,,,
"Kautoselka Fm, Upper Lapponian",Kautoselka,2025,lime,,lime,lime,LS,#N/A,,,2,2,karhu93,Krissansen-Totton 2015,FALSE,Kautoselka2025LS2,0,FALSE,,,,
"Kautoselka Fm, Upper Lapponian",Kautoselka,2025,dol,,dol,dol,DOL,#N/A,,,1.6,4,karhu93,Krissansen-Totton 2015,FALSE,Kautoselka2025DOL1.6,0,FALSE,,,,
Kazput,Kazput,2400,carb,,carb,carb,CARB,#N/A,,,-2.4,23,lindsay02,Krissansen-Totton 2015,FALSE,Kazput2400CARB-2.4,0,FALSE,,,,
Keele,Keele,700,carb,,carb,carb,CARB,#N/A,0.54,-23.8,,10,pprg92,Krissansen-Totton 2015,FALSE,Keele700CARB0.54-23.8,0,FALSE,,,,
Keele Formation ,Keele,700,,CARB,carbonate,carbonate,CARB,TRUE,0.54,-23.8,,10,PPRG,Strauss 1992 17.4 (Summary),TRUE,Keele700CARB0.54-23.8,1,TRUE,,,,
Keewatin,Keewatin,2500,shale,,shale,shale,SH,#N/A,,-29.1,,10,scho81,Krissansen-Totton 2015,FALSE,Keewatin2500SH-29.1,0,FALSE,,,,
Keewatin,Keewatin,2500,chert,,chert,chert,CH,#N/A,0.45,-19.7,,2,pprg92,Krissansen-Totton 2015,FALSE,Keewatin2500CH0.45-19.7,0,FALSE,,,,
Keewatin,Keewatin,2500,chert,,chert,chert,CH,#N/A,18,-27.1,,1,hayes83,Krissansen-Totton 2015,FALSE,Keewatin2500CH18-27.1,0,FALSE,,,,
Keewatin,Keewatin,2500,chert,,chert,chert,CH,#N/A,,-23.2,,1,oehl72,Krissansen-Totton 2015,FALSE,Keewatin2500CH-23.2,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,CH,chert,chert,CH,TRUE,-23.2,,,,OEHL721246,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500CH-23.2,1,TRUE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-25.9,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-25.9,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-22.5,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-22.5,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-26.9,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-26.9,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-26.9,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-26.9,1,TRUE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-24.6,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-24.6,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-21,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-21,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-25.5,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-25.5,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-35.5,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-35.5,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-38.3,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-38.3,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,-43.8,,,,SCHO81.696,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH-43.8,0,FALSE,,,,
Keewatin Group ,Keewatin,2500,,CH,chert,chert,CH,TRUE,,-23.2,,1,OEHL721246,Strauss 1992 17.4 (Summary),TRUE,Keewatin2500CH-23.2,2,TRUE,,,,
Keewatin Group ,Keewatin,2500,,SH,shale,shale,SH,TRUE,,-29.1,,10,SCHO81.696,Strauss 1992 17.4 (Summary),TRUE,Keewatin2500SH-29.1,1,TRUE,,,,
Keewatin Group ,Keewatin,2500,,CH,chert,chert,CH,TRUE,18,-27.1,,1,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,Keewatin2500CH18-27.1,1,TRUE,,,,
Keewatin Group ,Keewatin,2500,,CH,chert,chert,CH,TRUE,0.45,-19.7,,2,PPRG,Strauss 1992 17.4 (Summary),TRUE,Keewatin2500CH0.45-19.7,1,TRUE,,,,
Keewatin Iron Formation ,Keewatin,2500,,CH,chert,chert,CH,TRUE,18,-27.1,,,Haye83..93,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500CH18-27.1,2,TRUE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,5,-36.5,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH5-36.5,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,14,-40.3,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH14-40.3,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,12,-40.6,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH12-40.6,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,6,-41,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH6-41,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,14,-43.2,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH14-43.2,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,14,-43.7,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH14-43.7,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,74,-42.4,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH74-42.4,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,125,-44.3,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH125-44.3,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,125,-44.6,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH125-44.6,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,56,-44.6,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH56-44.6,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,65,-44.2,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH65-44.2,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,49,-44.2,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH49-44.2,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,138,-44.5,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH138-44.5,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,127,-44.6,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH127-44.6,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,146,-44.8,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH146-44.8,0,FALSE,,,,
"Keewatin, Abitibi Belt ",Keewatin,2500,,SH,shale,shale,SH,TRUE,31,-42.9,,,STRA862653,Strauss 1992 17.3 (Prev),FALSE,Keewatin2500SH31-42.9,0,FALSE,,,,
